policy_number,transaction_type,policy_status,policy_issuance_type,policy_term_yrs,product_uin,product_name,plan_name,member_id,vehicle_id,policy_type,policy_procurement_area,policy_issue_date,policy_start_date,policy_end_date,policy_expiry_date,policy_cancellation_termination_date,policy_renewal_indicator,previous_policy_number,first_policy_number,joining_date,renewal_date,total_premium_amt,od_premium_amt,tp_premium_amt,premium_loading_indicator,loading_description,total_loading_amount,premium_paid_till_date,sum_insured_amt,insured_declared_value_amt,basic_premium_rate,no_claim_bonus,deductible_compulsory_amt,deductible_voluntary_amt,zero_depreciation_flag,engine_protect_flag,rti_flag,roadside_assist_flag,key_protect_flag,pa_other_driver_flag,pa_paid_driver_flag,pa_passenger_flag,pa_owner_driver_limit_amt,distribution_channel,agent_id,partner_id,underwriting_approval_id,payment_frequency,covered_vehicle_usage,insurer_proposer_id,proposer_id,proposer_risk_commencement_date,proposer_risk_end_date,proposer_mobile_no
POL-0010049,PR,In Force (IF),Standard (S),1,UIN-644,Motor Insurance,Third-Party,MEM-10643,VEH-13281,Third-Party Only,Urban,2025-06-10,2025-06-10,2026-06-10,2026-06-17,,Y,POL-2470100,POL-8391381,2025-06-10,2026-06-10,7389.82,0.0,6717.0,Y,High risk zone,672.82,7389.82,393052.37,393052.37,0.0199709601997174,50,0,0,0,0,0,1,0,0,0,1,1500000,Bancassurance,AG-1087,PT-1874,UW-1451,Annually,Private,IP-59886,MEM-10643,2025-06-10,2026-06-10,99475094343
POL-0010050,NB,In Force (IF),Standard (S),1,UIN-858,Motor Insurance,Comprehensive,MEM-11298,VEH-14804,Comprehensive,Urban,2025-08-14,2025-08-14,2026-08-14,2026-08-19,,Y,,POL-0010050,2025-08-14,2026-08-14,11745.13,10212.73,1532.4,N,,0.0,11745.13,286921.55,286921.55,0.0355941711340828,0,700,2000,0,0,0,1,0,1,1,0,1500000,Agent,AG-1546,PT-1767,UW-1596,Annually,Private,IP-12548,MEM-11298,2025-08-14,2026-08-14,98701847759
POL-0010051,NB,In Force (IF),Underwritten (U),1,UIN-737,Motor Insurance,Third-Party,MEM-11594,VEH-12245,Third-Party Only,Rural,2025-02-19,2025-02-19,2026-02-19,2026-02-26,,Y,,POL-0010051,2025-02-19,2026-02-19,3073.1,0.0,3073.1,X,,0.0,3073.1,312637.49,312637.49,0.0322151632185647,0,1000,0,0,0,0,1,0,0,0,0,1500000,Bancassurance,AG-1090,PT-1000,UW-1626,Annually,Private,IP-64469,MEM-11594,2025-02-19,2026-02-19,99651919671
POL-0010052,NB,In Force (IF),Underwritten (U),1,UIN-925,Motor Insurance,Standalone OD,MEM-10940,VEH-13719,Stand-alone OD,Metro,2025-04-29,2025-04-29,2026-04-29,2026-05-03,,Y,,POL-0010052,2025-04-29,2026-04-29,16569.16,16569.16,0.0,N,,0.0,16569.16,642812.23,642812.23,0.0257760467631457,0,1000,1000,0,0,0,1,1,1,1,1,1500000,Bancassurance,AG-1848,PT-1000,UW-1579,Annually,Private,IP-56328,MEM-10940,2025-04-29,2026-04-29,99772398318
POL-0010053,NB,In Force (IF),Underwritten (U),1,UIN-321,Motor Insurance,Standalone OD,MEM-10835,VEH-12271,Stand-alone OD,Urban,2025-02-27,2025-02-27,2026-02-27,2026-03-04,,Y,,POL-0010053,2025-02-27,2026-02-27,29640.61,29640.61,0.0,N,,0.0,29640.61,699212.79,699212.79,0.0423913945084268,0,1000,2000,0,0,0,1,0,0,1,1,1500000,Broker,AG-1896,PT-1212,UW-1708,Half-Yearly,Private,IP-90251,MEM-10835,2025-02-27,2026-02-27,98884051480
POL-0010054,PR,In Force (IF),Underwritten (U),1,UIN-940,Motor Insurance,Third-Party,MEM-11799,VEH-11502,Third-Party Only,Urban,2025-08-02,2025-08-02,2026-08-02,2026-08-05,,Y,POL-4419876,POL-1820785,2025-08-02,2026-08-02,2223.5,0.0,1991.03,Y,High risk zone,232.47,2223.5,431085.7,431085.7,0.0328915585806431,45,0,0,0,0,0,0,1,0,1,1,1500000,Direct Online,AG-1780,PT-1236,UW-1323,Annually,Private,IP-12697,MEM-11799,2025-08-02,2026-08-02,98676145255
POL-0010055,NB,In Force (IF),Underwritten (U),1,UIN-967,Motor Insurance,Standalone OD,MEM-10997,VEH-14015,Stand-alone OD,Metro,2025-03-29,2025-03-29,2026-03-29,2026-03-31,,Y,,POL-0010055,2025-03-29,2026-03-29,20948.82,20948.82,0.0,N,,0.0,20948.82,519509.48,519509.48,0.0403242341871148,0,500,1500,0,0,0,1,0,0,0,0,1500000,Broker,AG-1622,PT-1424,UW-1835,Annually,Private,IP-42552,MEM-10997,2025-03-29,2026-03-29,99060160368
POL-0010056,PR,In Force (IF),Standard (S),1,UIN-496,Motor Insurance,Comprehensive,MEM-11635,VEH-11439,Comprehensive,Urban,2025-08-24,2025-08-24,2026-08-24,2026-08-24,,Y,POL-1451881,POL-9343964,2025-08-24,2026-08-24,13065.77,10947.77,2118.0,X,,0.0,13065.77,485180.9,485180.9,0.030085749549727,25,500,2000,0,1,0,0,1,0,0,0,1500000,Broker,AG-1387,PT-1536,UW-1424,Annually,Private,IP-75032,MEM-11635,2025-08-24,2026-08-24,97370024053
POL-0010057,PR,In Force (IF),Standard (S),1,UIN-114,Motor Insurance,Standalone OD,MEM-10031,VEH-11813,Stand-alone OD,Urban,2025-08-03,2025-08-03,2026-08-03,2026-08-05,,Y,POL-5491370,POL-2311378,2025-08-03,2026-08-03,12231.31,10973.9,0.0,Y,Young driver surcharge,1257.41,12231.31,528312.41,528312.41,0.0259645225932224,20,0,1000,0,0,0,1,0,0,0,1,1500000,Agent,AG-1138,PT-1292,UW-1313,Annually,Private,IP-59484,MEM-10031,2025-08-03,2026-08-03,99454621723
POL-0010058,PR,In Force (IF),Standard (S),1,UIN-833,Motor Insurance,Third-Party,MEM-10232,VEH-10075,Third-Party Only,Metro,2025-06-09,2025-06-09,2026-06-09,2026-06-09,,Y,POL-3601799,POL-3057031,2025-06-09,2026-06-09,3465.14,0.0,3465.14,X,,0.0,3465.14,257365.21,257365.21,0.0362206977013133,50,0,0,0,0,0,1,0,1,1,1,1500000,Broker,AG-1753,PT-1841,UW-1037,Annually,Private,IP-78578,MEM-10232,2025-06-09,2026-06-09,98423112289
POL-0010059,NB,Expired (XP),Underwritten (U),1,UIN-807,Motor Insurance,Comprehensive,MEM-11621,VEH-12008,Comprehensive,Rural,2024-01-13,2024-01-13,2025-01-12,2025-01-19,,N,,POL-0010059,2024-01-13,,10873.26,7300.45,3572.81,X,,0.0,10873.26,305456.91,305456.91,0.0239001133434333,0,0,1000,0,1,1,1,0,1,0,0,1500000,Direct Online,AG-1102,PT-1512,UW-1585,Annually,Private,IP-15451,MEM-11621,2024-01-13,2025-01-12,98672625419
POL-0010060,NB,In Force (IF),Standard (S),1,UIN-254,Motor Insurance,Standalone OD,MEM-11625,VEH-14311,Stand-alone OD,Urban,2024-11-17,2024-11-17,2025-11-17,2025-11-24,,Y,,POL-0010060,2024-11-17,2025-11-17,7423.38,7423.38,0.0,X,,0.0,7423.38,209563.97,209563.97,0.0354229849010643,0,500,1500,0,0,0,1,0,0,1,0,1500000,Bancassurance,AG-1373,PT-1055,UW-1369,Annually,Private,IP-35995,MEM-11625,2024-11-17,2025-11-17,98945437313
POL-0010061,PR,In Force (IF),Underwritten (U),1,UIN-679,Motor Insurance,Standalone OD,MEM-12807,VEH-11067,Stand-alone OD,Urban,2025-02-10,2025-02-10,2026-02-10,2026-02-11,,Y,POL-9733167,POL-5580369,2025-02-10,2026-02-10,9230.15,9230.15,0.0,X,,0.0,9230.15,424934.42,424934.42,0.0434426889194532,50,700,2000,0,0,0,0,0,1,1,0,1500000,Agent,AG-1565,PT-1745,UW-1577,Annually,Private,IP-58455,MEM-12807,2025-02-10,2026-02-10,99199887473
POL-0010062,PR,In Force (IF),Underwritten (U),1,UIN-455,Motor Insurance,Comprehensive,MEM-10826,VEH-11084,Comprehensive,Metro,2025-03-12,2025-03-12,2026-03-12,2026-03-15,,Y,POL-4278786,POL-6002122,2025-03-12,2026-03-12,37945.33,36424.57,1520.76,N,,0.0,37945.33,1826918.59,1826918.59,0.0306733953827573,35,700,1500,0,1,1,0,0,0,0,0,1500000,Broker,AG-1398,PT-1587,UW-1190,Annually,Private,IP-61337,MEM-10826,2025-03-12,2026-03-12,98354074592
POL-0010063,PR,Terminated (TM),Standard (S),1,UIN-312,Motor Insurance,Third-Party,MEM-11302,VEH-13952,Third-Party Only,Urban,2024-04-05,2024-04-05,2025-04-05,2025-04-10,2025-04-05,X,POL-5124400,POL-4935463,2024-04-05,,7248.53,0.0,7248.53,N,,0.0,7248.53,805645.89,805645.89,0.0401892401819789,0,0,0,0,0,0,1,0,1,0,0,1500000,Broker,AG-1286,PT-1422,UW-1962,Annually,Private,IP-36251,MEM-11302,2024-04-05,2025-04-05,99435256567
POL-0010064,NB,In Force (IF),Underwritten (U),1,UIN-372,Motor Insurance,Comprehensive,MEM-12548,VEH-11623,Comprehensive,Metro,2024-11-10,2024-11-10,2025-11-10,2025-11-14,,Y,,POL-0010064,2024-11-10,2025-11-10,44200.49,33708.73,6905.3,Y,High risk zone,3586.46,44200.490000000005,989559.66,989559.66,0.0340643757464133,0,0,1000,0,1,1,0,0,1,1,0,1500000,Direct Online,AG-1794,PT-1757,UW-1793,Annually,Private,IP-35310,MEM-12548,2024-11-10,2025-11-10,99013512408
POL-0010065,NB,In Force (IF),Underwritten (U),1,UIN-504,Motor Insurance,Standalone OD,MEM-10408,VEH-10109,Stand-alone OD,Urban,2025-07-04,2025-07-04,2026-07-04,2026-07-09,,Y,,POL-0010065,2025-07-04,2026-07-04,18719.13,18719.13,0.0,N,,0.0,18719.13,462567.35,462567.35,0.0404679049071704,0,500,0,0,0,0,0,0,0,0,1,1500000,Agent,AG-1342,PT-1740,UW-1140,Annually,Private,IP-51749,MEM-10408,2025-07-04,2026-07-04,98692262062
POL-0010066,PR,In Force (IF),Standard (S),1,UIN-663,Motor Insurance,Standalone OD,MEM-11253,VEH-10208,Stand-alone OD,Metro,2025-05-02,2025-05-02,2026-05-02,2026-05-03,,Y,POL-2287831,POL-2413309,2025-05-02,2026-05-02,18925.69,18925.69,0.0,N,,0.0,18925.69,1238789.12,1238789.12,0.0235039575533071,35,500,1000,0,0,0,0,1,0,1,0,1500000,Agent,AG-1442,PT-1812,UW-1377,Annually,Private,IP-71039,MEM-11253,2025-05-02,2026-05-02,98459507457
POL-0010067,NB,In Force (IF),Underwritten (U),1,UIN-240,Motor Insurance,Third-Party,MEM-12164,VEH-11335,Third-Party Only,Urban,2025-04-02,2025-04-02,2026-04-02,2026-04-02,,Y,,POL-0010067,2025-04-02,2026-04-02,2969.23,0.0,2969.23,X,,0.0,2969.23,472448.37,472448.37,0.0360704853255037,0,1000,0,0,0,0,1,0,1,1,1,1500000,Agent,AG-1713,PT-1395,UW-1259,Annually,Private,IP-50637,MEM-12164,2025-04-02,2026-04-02,97054203567
POL-0010068,PR,Expired (XP),Standard (S),1,UIN-298,Motor Insurance,Standalone OD,MEM-12085,VEH-14125,Stand-alone OD,Rural,2023-12-26,2023-12-26,2024-12-25,2024-12-30,,N,POL-8201884,POL-5248430,2023-12-26,,25376.51,25376.51,0.0,N,,0.0,25376.51,727860.03,727860.03,0.0348645483528913,0,0,1000,0,0,0,1,0,1,1,0,1500000,Bancassurance,AG-1728,PT-1736,UW-1926,Annually,Private,IP-29367,MEM-12085,2023-12-26,2024-12-25,99167516090
POL-0010069,PR,In Force (IF),Standard (S),1,UIN-107,Motor Insurance,Third-Party,MEM-11651,VEH-14703,Third-Party Only,Urban,2025-06-04,2025-06-04,2026-06-04,2026-06-11,,Y,POL-2311822,POL-4782468,2025-06-04,2026-06-04,3268.19,0.0,3268.19,X,,0.0,3268.19,249213.36,249213.36,0.0263564126258097,25,500,0,0,0,0,1,0,1,0,0,1500000,Broker,AG-1031,PT-1922,UW-1772,Annually,Private,IP-84612,MEM-11651,2025-06-04,2026-06-04,97859201089
POL-0010070,PR,In Force (IF),Underwritten (U),1,UIN-838,Motor Insurance,Comprehensive,MEM-10211,VEH-12298,Comprehensive,Rural,2025-03-18,2025-03-18,2026-03-18,2026-03-23,,Y,POL-7751285,POL-1034441,2025-03-18,2026-03-18,14682.71,10200.12,4482.59,N,,0.0,14682.71,320104.91,320104.91,0.0424865689964411,25,0,1000,1,1,0,1,0,1,0,1,1500000,Agent,AG-1147,PT-1844,UW-1434,Annually,Private,IP-96420,MEM-10211,2025-03-18,2026-03-18,98898703239
POL-0010071,NB,In Force (IF),Underwritten (U),1,UIN-409,Motor Insurance,Third-Party,MEM-11251,VEH-11320,Third-Party Only,Urban,2025-02-28,2025-02-28,2026-02-28,2026-03-04,,Y,,POL-0010071,2025-02-28,2026-02-28,2189.94,0.0,2083.56,Y,NCB declaration error,106.38,2189.94,370252.72,370252.72,0.0241242359449316,0,0,0,0,0,0,0,0,1,1,1,1500000,Direct Online,AG-1749,PT-1407,UW-1649,Annually,Private,IP-52200,MEM-11251,2025-02-28,2026-02-28,98151991289
POL-0010072,NB,Expired (XP),Standard (S),1,UIN-548,Motor Insurance,Standalone OD,MEM-12679,VEH-10226,Stand-alone OD,Urban,2024-04-15,2024-04-15,2025-04-15,2025-04-17,,N,,POL-0010072,2024-04-15,,23616.84,22166.18,0.0,Y,High risk zone,1450.66,23616.84,504729.63,504729.63,0.0439169381262862,0,1000,0,0,0,0,0,0,1,1,1,1500000,Broker,AG-1720,PT-1428,UW-1403,Annually,Private,IP-94621,MEM-12679,2024-04-15,2025-04-15,99980965379
POL-0010073,PR,In Force (IF),Underwritten (U),1,UIN-113,Motor Insurance,Third-Party,MEM-11468,VEH-12953,Third-Party Only,Metro,2025-02-19,2025-02-19,2026-02-19,2026-02-23,,Y,POL-4243559,POL-8516136,2025-02-19,2026-02-19,6156.49,0.0,5448.76,Y,High risk zone,707.73,6156.49,658237.39,658237.39,0.0308834303373825,50,0,0,0,0,0,0,0,0,0,0,1500000,Direct Online,AG-1431,PT-1199,UW-1150,Annually,Private,IP-87828,MEM-11468,2025-02-19,2026-02-19,98557301840
POL-0010074,PR,In Force (IF),Standard (S),1,UIN-959,Motor Insurance,Comprehensive,MEM-12829,VEH-11452,Comprehensive,Urban,2025-08-23,2025-08-23,2026-08-23,2026-08-24,,Y,POL-7415230,POL-2856762,2025-08-23,2026-08-23,9014.1,6086.77,1772.11,Y,Young driver surcharge,1155.22,9014.1,327398.03,327398.03,0.0371826643195747,50,700,2000,0,1,0,1,1,1,1,1,1500000,Agent,AG-1130,PT-1312,UW-1069,Annually,Private,IP-68711,MEM-12829,2025-08-23,2026-08-23,99840339306
POL-0010075,PR,In Force (IF),Standard (S),1,UIN-437,Motor Insurance,Comprehensive,MEM-12342,VEH-14990,Comprehensive,Rural,2025-01-03,2025-01-03,2026-01-03,2026-01-09,,Y,POL-3862635,POL-9750180,2025-01-03,2026-01-03,10293.06,5976.48,4316.58,X,,0.0,10293.06,470162.31,470162.31,0.0254230391291705,50,500,1500,0,0,0,1,0,1,0,0,1500000,Broker,AG-1412,PT-1507,UW-1403,Annually,Private,IP-34169,MEM-12342,2025-01-03,2026-01-03,98803990995
POL-0010076,PR,In Force (IF),Standard (S),1,UIN-660,Motor Insurance,Third-Party,MEM-13151,VEH-10072,Third-Party Only,Urban,2025-10-23,2025-10-23,2026-10-23,2026-10-29,,Y,POL-9780442,POL-5873927,2025-10-23,2026-10-23,4254.75,0.0,4254.75,N,,0.0,4254.75,774024.5,774024.5,0.021380172077486,35,700,0,0,0,0,1,1,0,1,1,1500000,Bancassurance,AG-1986,PT-1710,UW-1324,Annually,Private,IP-26323,MEM-13151,2025-10-23,2026-10-23,97173747239
POL-0010077,NB,In Force (IF),Underwritten (U),1,UIN-164,Motor Insurance,Third-Party,MEM-11187,VEH-11245,Third-Party Only,Urban,2025-08-24,2025-08-24,2026-08-24,2026-08-24,,Y,,POL-0010077,2025-08-24,2026-08-24,4351.27,0.0,3884.08,Y,NCB declaration error,467.19,4351.27,917587.48,917587.48,0.0410270138458293,0,1000,0,0,0,0,0,1,1,0,1,1500000,Broker,AG-1451,PT-1851,UW-1368,Annually,Private,IP-57712,MEM-11187,2025-08-24,2026-08-24,98832492227
POL-0010078,NB,In Force (IF),Standard (S),1,UIN-163,Motor Insurance,Comprehensive,MEM-10680,VEH-14652,Comprehensive,Metro,2025-07-27,2025-07-27,2026-07-27,2026-07-29,,Y,,POL-0010078,2025-07-27,2026-07-27,22643.0,13888.12,6485.36,Y,Young driver surcharge,2269.52,22643.0,374237.66,374237.66,0.0371104303200662,0,0,1000,0,0,1,0,0,0,0,0,1500000,Direct Online,AG-1640,PT-1295,UW-1568,Annually,Private,IP-75835,MEM-10680,2025-07-27,2026-07-27,99130559291
POL-0010079,NB,In Force (IF),Underwritten (U),1,UIN-295,Motor Insurance,Third-Party,MEM-12220,VEH-13984,Third-Party Only,Metro,2025-08-17,2025-08-17,2026-08-17,2026-08-21,,Y,,POL-0010079,2025-08-17,2026-08-17,1929.99,0.0,1714.43,Y,High risk zone,215.56,1929.99,373589.01,373589.01,0.0278819723166343,0,1000,0,0,0,0,1,0,1,0,0,1500000,Bancassurance,AG-1714,PT-1441,UW-1165,Annually,Private,IP-64222,MEM-12220,2025-08-17,2026-08-17,98262701068
POL-0010080,NB,In Force (IF),Underwritten (U),1,UIN-699,Motor Insurance,Third-Party,MEM-11847,VEH-11910,Third-Party Only,Rural,2025-05-09,2025-05-09,2026-05-09,2026-05-16,,Y,,POL-0010080,2025-05-09,2026-05-09,7077.68,0.0,7077.68,N,,0.0,7077.68,530583.17,530583.17,0.0371375769340555,0,0,0,0,0,0,1,0,1,0,1,1500000,Bancassurance,AG-1361,PT-1512,UW-1090,Annually,Private,IP-23662,MEM-11847,2025-05-09,2026-05-09,99188541576
POL-0010081,PR,In Force (IF),Underwritten (U),1,UIN-556,Motor Insurance,Standalone OD,MEM-12715,VEH-10637,Stand-alone OD,Rural,2025-10-14,2025-10-14,2026-10-14,2026-10-20,,Y,POL-2023828,POL-8000149,2025-10-14,2026-10-14,10527.77,10527.77,0.0,N,,0.0,10527.77,345806.68,345806.68,0.0380550946811818,20,0,1500,0,0,0,0,0,1,1,1,1500000,Direct Online,AG-1764,PT-1106,UW-1819,Monthly,Private,IP-43890,MEM-12715,2025-10-14,2026-10-14,98459263621
POL-0010082,PR,In Force (IF),Underwritten (U),1,UIN-253,Motor Insurance,Standalone OD,MEM-10473,VEH-11997,Stand-alone OD,Metro,2025-09-13,2025-09-13,2026-09-13,2026-09-20,,Y,POL-5414353,POL-8328227,2025-09-13,2026-09-13,19252.36,19252.36,0.0,X,,0.0,19252.36,713567.73,713567.73,0.0359738928389189,25,0,2000,0,0,0,1,1,1,0,0,1500000,Broker,AG-1091,PT-1024,UW-1505,Annually,Private,IP-70610,MEM-10473,2025-09-13,2026-09-13,97111553872
POL-0010083,NB,In Force (IF),Standard (S),1,UIN-972,Motor Insurance,Third-Party,MEM-12237,VEH-12103,Third-Party Only,Urban,2025-10-01,2025-10-01,2026-10-01,2026-10-07,,Y,,POL-0010083,2025-10-01,2026-10-01,4775.52,0.0,4426.31,Y,Young driver surcharge,349.21,4775.52,635550.73,635550.73,0.0232122666489773,0,700,0,0,0,0,1,0,0,1,0,1500000,Direct Online,AG-1186,PT-1662,UW-1617,Annually,Private,IP-81789,MEM-12237,2025-10-01,2026-10-01,97686631278
POL-0010084,PR,Terminated (TM),Standard (S),1,UIN-483,Motor Insurance,Third-Party,MEM-12174,VEH-14319,Third-Party Only,Metro,2024-04-14,2024-04-14,2025-04-14,2025-04-18,2025-04-14,X,POL-5681411,POL-4366039,2024-04-14,,5090.06,0.0,5090.06,N,,0.0,5090.06,486770.75,486770.75,0.0403210651113918,0,0,0,0,0,0,1,1,0,0,0,1500000,Agent,AG-1531,PT-1073,UW-1149,Annually,Private,IP-22669,MEM-12174,2024-04-14,2025-04-14,99775589626
POL-0010085,NB,In Force (IF),Standard (S),1,UIN-863,Motor Insurance,Comprehensive,MEM-12712,VEH-11393,Comprehensive,Urban,2025-10-23,2025-10-23,2026-10-23,2026-10-26,,Y,,POL-0010085,2025-10-23,2026-10-23,19387.32,13685.68,5701.64,N,,0.0,19387.32,589220.01,589220.01,0.023226777755577,0,1000,0,0,1,1,0,0,0,1,0,1500000,Agent,AG-1701,PT-1944,UW-1453,Annually,Private,IP-82102,MEM-12712,2025-10-23,2026-10-23,98597943651
POL-0010086,PR,Terminated (TM),Underwritten (U),1,UIN-571,Motor Insurance,Comprehensive,MEM-12391,VEH-11819,Comprehensive,Metro,2024-10-10,2024-10-10,2025-10-10,2025-10-16,2025-10-10,X,POL-5756300,POL-5631346,2024-10-10,,32940.77,26246.57,6694.2,N,,0.0,4450.68,649911.48,649911.48,0.0403848405794671,0,700,0,1,0,0,0,0,0,0,1,1500000,Agent,AG-1380,PT-1497,UW-1881,Annually,Private,IP-21255,MEM-12391,2024-10-10,2025-10-10,97806143639
POL-0010087,PR,In Force (IF),Standard (S),1,UIN-638,Motor Insurance,Standalone OD,MEM-11873,VEH-12545,Stand-alone OD,Metro,2025-05-10,2025-05-10,2026-05-10,2026-05-14,,Y,POL-7980438,POL-7559345,2025-05-10,2026-05-10,16468.86,15072.01,0.0,Y,Young driver surcharge,1396.85,16468.86,659619.12,659619.12,0.0351531847017607,35,700,1500,0,0,0,1,0,0,0,1,1500000,Bancassurance,AG-1367,PT-1339,UW-1566,Annually,Private,IP-56075,MEM-11873,2025-05-10,2026-05-10,99481282338
POL-0010088,PR,In Force (IF),Standard (S),1,UIN-411,Motor Insurance,Third-Party,MEM-10953,VEH-10119,Third-Party Only,Metro,2024-12-15,2024-12-15,2025-12-15,2025-12-15,,Y,POL-9637419,POL-7518448,2024-12-15,2025-12-15,6732.74,0.0,6732.74,N,,0.0,6732.74,335142.27,335142.27,0.0358570126048591,25,500,0,0,0,0,0,0,1,0,0,1500000,Bancassurance,AG-1674,PT-1497,UW-1863,Annually,Private,IP-30828,MEM-10953,2024-12-15,2025-12-15,97762705977
POL-0010089,PR,Expired (XP),Standard (S),1,UIN-806,Motor Insurance,Third-Party,MEM-12604,VEH-13093,Third-Party Only,Metro,2024-02-03,2024-02-03,2025-02-02,2025-02-03,,N,POL-6137318,POL-8764926,2024-02-03,,7440.84,0.0,7440.84,X,,0.0,5743.32,575258.27,575258.27,0.0284604557782418,0,1000,0,0,0,0,1,0,1,1,0,1500000,Direct Online,AG-1046,PT-1599,UW-1221,Annually,Private,IP-41869,MEM-12604,2024-02-03,2025-02-02,97735769038
POL-0010090,NB,Expired (XP),Standard (S),1,UIN-396,Motor Insurance,Third-Party,MEM-10708,VEH-11190,Third-Party Only,Urban,2024-04-25,2024-04-25,2025-04-25,2025-05-02,,N,,POL-0010090,2024-04-25,,6374.48,0.0,6374.48,N,,0.0,6374.48,525388.32,525388.32,0.0381906179843598,0,1000,0,0,0,0,1,0,0,0,0,1500000,Bancassurance,AG-1845,PT-1096,UW-1985,Annually,Private,IP-55888,MEM-10708,2024-04-25,2025-04-25,98667964620
POL-0010091,PR,In Force (IF),Underwritten (U),1,UIN-421,Motor Insurance,Comprehensive,MEM-12403,VEH-12873,Comprehensive,Urban,2025-01-25,2025-01-25,2026-01-25,2026-01-25,,Y,POL-3969909,POL-1027682,2025-01-25,2026-01-25,18256.72,14494.5,3762.22,N,,0.0,18256.72,875760.46,875760.46,0.0220676789974741,25,0,0,1,0,0,1,1,0,0,0,1500000,Direct Online,AG-1381,PT-1941,UW-1083,Annually,Private,IP-47807,MEM-12403,2025-01-25,2026-01-25,98205843423
POL-0010092,PR,In Force (IF),Underwritten (U),1,UIN-333,Motor Insurance,Standalone OD,MEM-13259,VEH-10037,Stand-alone OD,Urban,2025-02-13,2025-02-13,2026-02-13,2026-02-15,,Y,POL-1335964,POL-6176592,2025-02-13,2026-02-13,10674.73,10674.73,0.0,N,,0.0,10674.73,489354.49,489354.49,0.0396616288230833,45,0,1000,0,0,0,1,0,1,1,1,1500000,Bancassurance,AG-1538,PT-1680,UW-1674,Annually,Private,IP-24910,MEM-13259,2025-02-13,2026-02-13,99094396633
POL-0010093,NB,In Force (IF),Standard (S),1,UIN-669,Motor Insurance,Standalone OD,MEM-12074,VEH-11542,Stand-alone OD,Urban,2025-06-17,2025-06-17,2026-06-17,2026-06-19,,Y,,POL-0010093,2025-06-17,2026-06-17,26164.26,26164.26,0.0,X,,0.0,26164.26,1021787.78,1021787.78,0.025606355331064,0,700,0,0,0,0,1,0,0,1,0,1500000,Broker,AG-1191,PT-1910,UW-1239,Annually,Private,IP-56250,MEM-12074,2025-06-17,2026-06-17,98042067034
POL-0010094,PR,In Force (IF),Underwritten (U),1,UIN-254,Motor Insurance,Third-Party,MEM-11738,VEH-14409,Third-Party Only,Rural,2025-04-09,2025-04-09,2026-04-09,2026-04-10,,Y,POL-3845068,POL-3851799,2025-04-09,2026-04-09,5789.68,0.0,5497.08,Y,High risk zone,292.6,5789.68,750374.89,750374.89,0.0213469492153546,25,500,0,0,0,0,1,0,0,0,0,1500000,Bancassurance,AG-1887,PT-1986,UW-1515,Annually,Private,IP-11333,MEM-11738,2025-04-09,2026-04-09,98089077244
POL-0010095,NB,In Force (IF),Standard (S),1,UIN-192,Motor Insurance,Standalone OD,MEM-12961,VEH-14900,Stand-alone OD,Urban,2025-04-19,2025-04-19,2026-04-19,2026-04-25,,Y,,POL-0010095,2025-04-19,2026-04-19,20128.22,20128.22,0.0,N,,0.0,20128.22,527564.42,527564.42,0.0381530942020231,0,500,0,0,0,0,1,1,1,1,1,1500000,Broker,AG-1149,PT-1077,UW-1131,Annually,Private,IP-65231,MEM-12961,2025-04-19,2026-04-19,99203212140
POL-0010096,PR,In Force (IF),Standard (S),1,UIN-578,Motor Insurance,Comprehensive,MEM-13130,VEH-10517,Comprehensive,Rural,2025-07-10,2025-07-10,2026-07-10,2026-07-11,,Y,POL-1681338,POL-4439934,2025-07-10,2026-07-10,22711.23,18342.21,4369.02,X,,0.0,22711.23,1182394.09,1182394.09,0.0310255346197139,50,700,1500,0,1,0,1,0,1,0,1,1500000,Bancassurance,AG-1093,PT-1384,UW-1983,Annually,Private,IP-53833,MEM-13130,2025-07-10,2026-07-10,99387510972
POL-0010097,NB,In Force (IF),Underwritten (U),1,UIN-546,Motor Insurance,Comprehensive,MEM-13003,VEH-11855,Comprehensive,Urban,2025-02-15,2025-02-15,2026-02-15,2026-02-17,,Y,,POL-0010097,2025-02-15,2026-02-15,21384.79,15060.29,6324.5,X,,0.0,21384.79,345499.17,345499.17,0.0435899384672836,0,500,1500,1,1,0,1,1,0,1,1,1500000,Direct Online,AG-1726,PT-1815,UW-1465,Annually,Private,IP-73828,MEM-13003,2025-02-15,2026-02-15,99675942627
POL-0010098,NB,In Force (IF),Underwritten (U),1,UIN-408,Motor Insurance,Comprehensive,MEM-10839,VEH-10216,Comprehensive,Rural,2025-10-25,2025-10-25,2026-10-25,2026-10-29,,Y,,POL-0010098,2025-10-25,2026-10-25,15605.37,10354.44,5250.93,X,,0.0,15605.37,413348.42,413348.42,0.025050153726827,0,0,2000,0,1,0,0,0,1,0,1,1500000,Broker,AG-1755,PT-1663,UW-1578,Annually,Private,IP-39176,MEM-10839,2025-10-25,2026-10-25,97942629127
