damaged_part_key,reference_num,product_index,claim_id,manufacturer_name,model_name,model_variant,num_parts_group_cd,txt_parts_group_name,txt_parts_name,cur_garage_estimate,cur_billed_amount,cur_surveyor_approval,num_tax,cur_tax_amount,num_depreciation,cur_depreciation_amount,cur_net_amount,txt_info1,txt_info2,txt_info3,num_part_code,txt_repair_type,dat_insert_date,surveyor_id,garage_id
DPRT-000078,e1501594-d933-477b-8f9d-24bee9d4c0cb,N000706,CLM-00012,HONDA,AMAZE,1.2 VXMT i-VTEC,3,Rubber Plastic Parts,Head Light Right,19906.35,18939.14,18939.14,18.0,3409.05,40.0,7575.66,14772.53,Rush job,Customer escalated delay,,367,Replace,2025-11-03,SUR-28,GAR-147
DPRT-000079,0df2204a-f60d-485f-97e5-d944f7beb26e,N000706,CLM-00012,HONDA,AMAZE,1.2 VXMT i-VTEC,1,Metalic Parts,Bonnet|Hood Assembly,14144.29,13228.17,13228.17,28.0,3703.89,0.0,0.0,16932.06,,,,181,Replace,2025-11-03,SUR-28,GAR-147
DPRT-000080,4105773b-616f-4049-92d2-4e16a4aff814,N000706,CLM-00012,HONDA,AMAZE,1.2 VXMT i-VTEC,1,Metalic Parts,Carrier Radiator Support Center Member 1,4290.11,4031.41,4031.41,28.0,1128.79,40.0,1612.56,3547.64,,Customer escalated delay,,172,Replace,2025-11-03,SUR-28,GAR-147
DPRT-000081,a0a86028-557b-475c-a9c0-ae4ad1fa6b4d,N000706,CLM-00012,HONDA,AMAZE,1.2 VXMT i-VTEC,3,Rubber Plastic Parts,Bumper Front Assembly,6197.98,5871.27,5871.27,28.0,1643.96,40.0,2348.51,5166.72,,,,341,Replace,2025-11-03,SUR-28,GAR-147
DPRT-000082,a2344327-3c3f-42d9-aca6-2f52315b9fd3,N000706,CLM-00012,HONDA,AMAZE,1.2 VXMT i-VTEC,3,Rubber Plastic Parts,Radiator Assembly,8525.48,8039.57,8039.57,28.0,2251.08,40.0,3215.83,7074.82,Part ordered late,Surveyor noted minor scratch,,342,Replace,2025-11-03,SUR-28,GAR-147
DPRT-000083,b9c56470-243f-48f2-8431-68d3ae4ad82c,N010977,CLM-00013,HONDA,AMAZE,1.2 SMT i-VTEC,1,Metalic Parts,Bonnet|Hood Assembly,14737.41,13717.41,13717.41,28.0,3840.87,40.0,5486.96,12071.32,Rush job,Customer escalated delay,,181,Replace,2025-11-03,SUR-24,GAR-157
DPRT-000084,cd66b801-c132-49a0-af21-cdd0957a0107,N010977,CLM-00013,HONDA,AMAZE,1.2 SMT i-VTEC,3,Rubber Plastic Parts,Head Light Left,22165.99,20739.26,20739.26,18.0,3733.07,0.0,0.0,24472.33,Part ordered late,Surveyor noted minor scratch,,328,Replace,2025-11-03,SUR-24,GAR-157
DPRT-000085,da2dcfd8-92e6-4402-9105-fae661a48c99,N010977,CLM-00013,HONDA,AMAZE,1.2 SMT i-VTEC,1,Metalic Parts,Hinge Bonnet|Hood Left,1104.03,1033.49,1033.49,28.0,289.38,35.0,361.72,961.15,Pre-existing damage suspected,Customer escalated delay,,189,Replace,2025-11-03,SUR-24,GAR-157
DPRT-000086,a53a610b-4f38-48f2-834d-0f800929cc45,N010977,CLM-00013,HONDA,AMAZE,1.2 SMT i-VTEC,3,Rubber Plastic Parts,Bumper Front Assembly,6695.69,6088.42,6088.42,28.0,1704.76,40.0,2435.37,5357.81,Part ordered late,Surveyor noted minor scratch,,341,Replace,2025-11-03,SUR-24,GAR-157
DPRT-000087,1d08217f-2d43-46df-9310-cdebe2baee98,N010977,CLM-00013,HONDA,AMAZE,1.2 SMT i-VTEC,3,Rubber Plastic Parts,AC Gas Refrigerant Recovery and Refill,1705.69,1561.86,1561.86,28.0,437.32,0.0,0.0,1999.18,Part ordered late,Surveyor noted minor scratch,,384,Replace,2025-11-03,SUR-24,GAR-157
DPRT-000088,11f21fe2-5ed0-4158-b100-3029a6acd316,N010977,CLM-00013,HONDA,AMAZE,1.2 SMT i-VTEC,3,Rubber Plastic Parts,Head Light Right,20762.44,19639.59,19639.59,28.0,5499.09,40.0,7855.84,17282.84,,Customer escalated delay,,367,Replace,2025-11-03,SUR-24,GAR-157
DPRT-000089,7ab114ca-b409-4e62-aba5-f7086b89bcff,N010977,CLM-00013,HONDA,AMAZE,1.2 SMT i-VTEC,1,Metalic Parts,Fender Panel Front Right,4961.46,4608.12,4608.12,18.0,829.46,40.0,1843.25,3594.33,Pre-existing damage suspected,Customer escalated delay,,194,Replace,2025-11-03,SUR-24,GAR-157
DPRT-000090,5ef2afd0-8f58-471d-82f7-23cde66e07ec,N010977,CLM-00013,HONDA,AMAZE,1.2 SMT i-VTEC,3,Rubber Plastic Parts,Grille Radiator Middle,7950.8,7281.8,7281.8,18.0,1310.72,40.0,2912.72,5679.8,Part ordered late,,,339,Replace,2025-11-03,SUR-24,GAR-157
DPRT-000091,4e641169-0916-434d-9f52-d0a06b59a8db,N010977,CLM-00013,HONDA,AMAZE,1.2 SMT i-VTEC,4,Glass Parts,Windshield Glass Front,15846.96,14978.3,14978.3,0.0,0.0,40.0,5991.32,8986.98,Rush job,Surveyor noted minor scratch,,407,Replace,2025-11-03,SUR-24,GAR-157
DPRT-000092,0a263402-fa4b-45c9-b557-2b91d5227721,N014289,CLM-00014,HYUNDAI,CRETA,1.5 E DIESEL,1,Metalic Parts,Door Rear Right,22830.88,21709.99,21709.99,18.0,3907.8,40.0,8684.0,16933.79,Part ordered late,,,187,Replace,2025-11-03,SUR-53,GAR-163
DPRT-000093,87721e65-a317-4b3e-b795-2404ae2c9688,N014289,CLM-00014,HYUNDAI,CRETA,1.5 E DIESEL,1,Metalic Parts,Door Front Right,20712.68,19186.66,19186.66,28.0,5372.26,40.0,7674.66,16884.26,Rush job,Customer escalated delay,,198,Replace,2025-11-03,SUR-53,GAR-163
DPRT-000094,4b15136a-974c-45e8-915c-636af4779efa,N014289,CLM-00014,HYUNDAI,CRETA,1.5 E DIESEL,3,Rubber Plastic Parts,Sealant Front Windshield Glass 1,2946.03,2695.22,2695.22,28.0,754.66,0.0,0.0,3449.88,,Surveyor noted minor scratch,,385,Replace,2025-11-03,SUR-53,GAR-163
DPRT-000095,e9bf0d20-578a-4647-8fcd-c4b99d95d930,N014289,CLM-00014,HYUNDAI,CRETA,1.5 E DIESEL,3,Rubber Plastic Parts,Grille Radiator Upper,6323.98,5977.55,5977.55,28.0,1673.71,40.0,2391.02,5260.24,Pre-existing damage suspected,Customer escalated delay,,384,Replace,2025-11-03,SUR-53,GAR-163
DPRT-000096,7f7673c2-7848-4c93-bd82-d2556a8ba1d8,N014289,CLM-00014,HYUNDAI,CRETA,1.5 E DIESEL,3,Rubber Plastic Parts,Bumper Front Assembly,6582.75,6266.33,6266.33,0.0,0.0,40.0,2506.53,3759.8,Rush job,Surveyor noted minor scratch,,341,Replace,2025-11-03,SUR-53,GAR-163
DPRT-000097,8bf9e57b-b55b-4bf6-9a47-468d18e005e6,N010976,CLM-00015,MARUTI,VITARA BREZZA,ZDI PLUS,3,Rubber Plastic Parts,Head Light Left,18615.81,17681.47,17681.47,28.0,4950.81,0.0,0.0,22632.28,,Customer escalated delay,,328,Replace,2025-11-03,SUR-57,GAR-150
DPRT-000098,a166d20d-cc55-4fb2-b99d-27e5226a46c6,N010976,CLM-00015,MARUTI,VITARA BREZZA,ZDI PLUS,3,Rubber Plastic Parts,Grille Radiator Upper,5435.82,4951.53,4951.53,18.0,891.28,40.0,1980.61,3862.2,,Customer escalated delay,,384,Replace,2025-11-03,SUR-57,GAR-150
DPRT-000099,e3eb21ba-ca37-4f00-a8f2-967b0afb1f4a,N010976,CLM-00015,MARUTI,VITARA BREZZA,ZDI PLUS,3,Rubber Plastic Parts,Bracket Front Bumper Left,288.54,264.37,264.37,28.0,74.02,40.0,105.75,232.64,Pre-existing damage suspected,Surveyor noted minor scratch,,324,Replace,2025-11-03,SUR-57,GAR-150
DPRT-000100,cb0f4162-34fe-4a36-8090-c49554f07d45,N010976,CLM-00015,MARUTI,VITARA BREZZA,ZDI PLUS,1,Metalic Parts,Fender Panel Front Left,4288.87,4014.79,4014.79,18.0,722.66,40.0,1605.92,3131.53,Rush job,,,171,Replace,2025-11-03,SUR-57,GAR-150
DPRT-000101,7cce8620-97dc-4f57-9363-05e9213dd1fe,N010976,CLM-00015,MARUTI,VITARA BREZZA,ZDI PLUS,3,Rubber Plastic Parts,Fog Light Front Right,4954.29,4706.11,4706.11,28.0,1317.71,0.0,0.0,6023.82,Pre-existing damage suspected,Surveyor noted minor scratch,,332,Replace,2025-11-03,SUR-57,GAR-150
DPRT-000102,857f1592-54db-4879-9292-32cc5ef93501,N010976,CLM-00015,MARUTI,VITARA BREZZA,ZDI PLUS,1,Metalic Parts,Bonnet|Hood Assembly,12354.02,11694.92,11694.92,28.0,3274.58,40.0,4677.97,10291.53,,Surveyor noted minor scratch,,181,Replace,2025-11-03,SUR-57,GAR-150
DPRT-000103,a6f434e6-47a9-4c71-bfae-be7915c999fe,N010976,CLM-00015,MARUTI,VITARA BREZZA,ZDI PLUS,3,Rubber Plastic Parts,Bumper Front Lower,3271.44,3034.76,3034.76,28.0,849.73,40.0,1213.9,2670.59,Part ordered late,Customer escalated delay,,335,Replace,2025-11-03,SUR-57,GAR-150
DPRT-000104,d916f8ff-f174-4775-8b6a-457347aec6b0,N010976,CLM-00015,MARUTI,VITARA BREZZA,ZDI PLUS,1,Metalic Parts,Hinge Bonnet|Hood Right,956.86,888.08,888.08,18.0,159.85,40.0,355.23,692.7,Rush job,,,104,Replace,2025-11-03,SUR-57,GAR-150
DPRT-000105,8325fe63-8130-40c5-9e9a-03543d811585,N014290,CLM-00016,MARUTI,WAGON R,1.0 LXI CNG,1,Metalic Parts,Quarter Panel Rear Left,17482.84,16614.14,16614.14,28.0,4651.96,40.0,6645.66,14620.44,Rush job,,,103,Replace,2025-11-03,SUR-57,GAR-147
DPRT-000106,eb2bce95-a8f3-45fc-b553-18b793a5f25f,N014290,CLM-00016,MARUTI,WAGON R,1.0 LXI CNG,1,Metalic Parts,Bumper Rail Front,5216.12,4933.1,4933.1,28.0,1381.27,15.0,739.96,5574.41,,Customer escalated delay,,157,Replace,2025-11-03,SUR-57,GAR-147
DPRT-000107,cb189774-a943-4210-8e15-02c9708ffda0,N014290,CLM-00016,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Bracket Front Bumper Right,269.97,250.13,250.13,28.0,70.04,10.0,25.01,295.16,,,,342,Replace,2025-11-03,SUR-57,GAR-147
DPRT-000108,b2d8bb59-3ec0-486e-8671-61417771fd09,N014290,CLM-00016,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Bumper Rear Assembly,7286.75,6843.14,6843.14,28.0,1916.08,40.0,2737.26,6021.96,Rush job,Customer escalated delay,,347,Replace,2025-11-03,SUR-57,GAR-147
DPRT-000109,7cb4e264-c6d5-4656-a067-7d194af187fa,N003410,CLM-00017,MARUTI,DZIRE,VXI,3,Rubber Plastic Parts,Cover Fog Light Left,1071.81,1011.34,1011.34,28.0,283.18,0.0,0.0,1294.52,Part ordered late,Customer escalated delay,,373,Replace,2025-11-03,SUR-27,GAR-141
DPRT-000110,6113a9a0-394d-4e25-b5cc-31a9c7043fcd,N003410,CLM-00017,MARUTI,DZIRE,VXI,3,Rubber Plastic Parts,Bumper Front Lower,3239.53,3016.89,3016.89,18.0,543.04,40.0,1206.76,2353.17,Part ordered late,Customer escalated delay,,335,Replace,2025-11-03,SUR-27,GAR-141
DPRT-000111,3a65c51d-cf7a-4483-a1cf-87adc60ef164,N003410,CLM-00017,MARUTI,DZIRE,VXI,3,Rubber Plastic Parts,Grille Radiator Middle,6647.53,6171.61,6171.61,28.0,1728.05,40.0,2468.64,5431.02,Part ordered late,,,339,Replace,2025-11-03,SUR-27,GAR-141
DPRT-000112,d448a1df-31db-4468-adfa-f2707f3f6c7f,N003410,CLM-00017,MARUTI,DZIRE,VXI,3,Rubber Plastic Parts,Fender Wheel Well Lining|Guard|Cover Left,1267.13,1155.75,1155.75,18.0,208.04,0.0,0.0,1363.79,Part ordered late,,,317,Replace,2025-11-03,SUR-27,GAR-141
DPRT-000113,1b74dc09-f1e6-454c-89b9-fb625ac9cc6b,N003410,CLM-00017,MARUTI,DZIRE,VXI,3,Rubber Plastic Parts,Bumper Front Assembly,5448.87,5160.17,5160.17,18.0,928.83,40.0,2064.07,4024.93,Rush job,,,341,Replace,2025-11-03,SUR-27,GAR-141
DPRT-000114,dc27f3ad-d21c-446b-927e-af47f0e4fdc5,N003410,CLM-00017,MARUTI,DZIRE,VXI,3,Rubber Plastic Parts,Sealant Front Windshield Glass 1,2394.62,2219.45,2219.45,18.0,399.5,25.0,554.86,2064.09,,Customer escalated delay,,385,Replace,2025-11-03,SUR-27,GAR-141
DPRT-000115,08a61f01-ff1c-4f6e-82c7-5c176dd2961b,N000706,CLM-00018,MARUTI,SWIFT,1.2 VXi BS IV,3,Rubber Plastic Parts,Bumper Rear Assembly,6974.9,6447.77,6447.77,18.0,1160.6,15.0,967.17,6641.2,Rush job,Surveyor noted minor scratch,,347,Replace,2025-11-03,SUR-17,GAR-181
DPRT-000116,f443d0de-e21f-46c1-b276-2732031d6f08,N000706,CLM-00018,MARUTI,SWIFT,1.2 VXi BS IV,4,Glass Parts,Windshield Glass Front,13457.79,12590.38,12590.38,28.0,3525.31,40.0,5036.15,11079.54,Pre-existing damage suspected,Customer escalated delay,,407,Replace,2025-11-03,SUR-17,GAR-181
DPRT-000117,d506151c-3bca-4627-a4c4-e39ff1caf0a3,N000706,CLM-00018,MARUTI,SWIFT,1.2 VXi BS IV,3,Rubber Plastic Parts,Sealant Rear Windshield Glass 1,1898.62,1781.07,1781.07,28.0,498.7,40.0,712.43,1567.34,Pre-existing damage suspected,,,320,Replace,2025-11-03,SUR-17,GAR-181
DPRT-000118,4dda4c99-46d0-442a-bb0d-6b15733b7bd4,N000706,CLM-00018,MARUTI,SWIFT,1.2 VXi BS IV,1,Metalic Parts,Bonnet|Hood Assembly,12174.87,11530.5,11530.5,28.0,3228.54,15.0,1729.58,13029.46,Rush job,,,181,Replace,2025-11-03,SUR-17,GAR-181
DPRT-000119,ce3f58ae-7b35-4a8f-9835-fe88d9642647,N000706,CLM-00018,MARUTI,SWIFT,1.2 VXi BS IV,3,Rubber Plastic Parts,Sealant Body 1,1816.35,1707.87,1707.87,28.0,478.2,40.0,683.15,1502.92,Rush job,Customer escalated delay,,352,Replace,2025-11-03,SUR-17,GAR-181
DPRT-000120,da2902cf-5e65-4bc7-941e-0e1395e30c69,N000706,CLM-00018,MARUTI,SWIFT,1.2 VXi BS IV,3,Rubber Plastic Parts,Tail Light Right,6006.94,5592.4,5592.4,28.0,1565.87,40.0,2236.96,4921.31,,,,336,Replace,2025-11-03,SUR-17,GAR-181
DPRT-000121,0dae00f0-158b-4f6b-a083-616bd564dd65,N000706,CLM-00018,MARUTI,SWIFT,1.2 VXi BS IV,3,Rubber Plastic Parts,Head Light Right,17813.91,16508.54,16508.54,28.0,4622.39,5.0,825.43,20305.5,Part ordered late,Customer escalated delay,,367,Replace,2025-11-03,SUR-17,GAR-181
DPRT-000122,32ac6fcc-4dec-4aec-89e9-a12b806163a8,N000706,CLM-00018,MARUTI,SWIFT,1.2 VXi BS IV,3,Rubber Plastic Parts,Bracket 1,456.27,434.48,434.48,18.0,78.21,40.0,173.79,338.9,,Customer escalated delay,,360,Replace,2025-11-03,SUR-17,GAR-181
DPRT-000123,d3e197e9-56d0-4451-ba07-e6786491b9f3,N000706,CLM-00018,MARUTI,SWIFT,1.2 VXi BS IV,3,Rubber Plastic Parts,Grille Radiator Upper,5310.45,4881.92,4881.92,28.0,1366.94,40.0,1952.77,4296.09,,Customer escalated delay,,384,Replace,2025-11-03,SUR-17,GAR-181
DPRT-000124,f9cf3b83-e948-4354-b31f-7dc49a9d0e59,N003410,CLM-00019,MARUTI,VITARA BREZZA,VXI,3,Rubber Plastic Parts,Sealant Body 1,1920.53,1767.04,1767.04,28.0,494.77,15.0,265.06,1996.75,Pre-existing damage suspected,,,352,Replace,2025-11-03,SUR-31,GAR-103
DPRT-000125,34b0de21-f0f5-407f-96e8-bd0a90e69f14,N003410,CLM-00019,MARUTI,VITARA BREZZA,VXI,1,Metalic Parts,Quarter Panel Rear Left,17396.37,16196.59,16196.59,28.0,4535.05,40.0,6478.64,14253.0,Pre-existing damage suspected,,,103,Replace,2025-11-03,SUR-31,GAR-103
DPRT-000126,3afb04c5-6566-4684-9e8c-bfd339f7d6f0,N003410,CLM-00019,MARUTI,VITARA BREZZA,VXI,1,Metalic Parts,Door Rear Left,20503.47,19260.94,19260.94,18.0,3466.97,5.0,963.05,21764.86,Pre-existing damage suspected,,,150,Replace,2025-11-03,SUR-31,GAR-103
DPRT-000127,ceec98cd-d6f7-4532-be09-f6ee88f7168d,N003410,CLM-00019,MARUTI,VITARA BREZZA,VXI,3,Rubber Plastic Parts,Tail Light Right,6248.41,5786.14,5786.14,18.0,1041.51,40.0,2314.46,4513.19,,,,336,Replace,2025-11-03,SUR-31,GAR-103
DPRT-000128,51e1a9c0-a60a-4981-8705-63b7c0b4ba37,N003410,CLM-00019,MARUTI,VITARA BREZZA,VXI,4,Glass Parts,Windshield Glass Rear,10453.73,9633.41,9633.41,28.0,2697.35,40.0,3853.36,8477.4,Pre-existing damage suspected,Surveyor noted minor scratch,,451,Replace,2025-11-03,SUR-31,GAR-103
DPRT-000129,e2bf1eef-33f4-4d16-b1ee-1ff588578c61,N003410,CLM-00019,MARUTI,VITARA BREZZA,VXI,1,Metalic Parts,Door Front Right,17236.84,16212.81,16212.81,28.0,4539.59,15.0,2431.92,18320.48,Rush job,Surveyor noted minor scratch,,198,Replace,2025-11-03,SUR-31,GAR-103
DPRT-000130,9b453b96-6cb4-48bb-a54c-f532fd7894e6,N003410,CLM-00019,MARUTI,VITARA BREZZA,VXI,3,Rubber Plastic Parts,Grille Radiator Middle,6793.62,6332.96,6332.96,18.0,1139.93,40.0,2533.18,4939.71,Rush job,,,339,Replace,2025-11-03,SUR-31,GAR-103
DPRT-000131,a9f3bf19-059e-40e5-a3b7-b862de08b95a,N003410,CLM-00019,MARUTI,VITARA BREZZA,VXI,1,Metalic Parts,Carrier Radiator Support Upper Member,2816.75,2560.76,2560.76,18.0,460.94,40.0,1024.3,1997.4,Pre-existing damage suspected,Customer escalated delay,,176,Replace,2025-11-03,SUR-31,GAR-103
DPRT-000132,08f32c39-d124-4171-aadb-10922aafa0f8,N003410,CLM-00019,MARUTI,VITARA BREZZA,VXI,3,Rubber Plastic Parts,Bumper Rear Lower,4219.41,3915.38,3915.38,18.0,704.77,25.0,978.84,3641.31,,,,386,Replace,2025-11-03,SUR-31,GAR-103
DPRT-000133,86ce6d52-ba0b-4153-9fe8-6647a3b0d6f3,N003410,CLM-00019,MARUTI,VITARA BREZZA,VXI,4,Glass Parts,Windshield Glass Front,14111.33,13026.57,13026.57,18.0,2344.78,0.0,0.0,15371.35,,Surveyor noted minor scratch,,407,Replace,2025-11-03,SUR-31,GAR-103
DPRT-000134,7dcb3077-aaff-4a12-883a-9bdc97268e3b,N003410,CLM-00019,MARUTI,VITARA BREZZA,VXI,1,Metalic Parts,Fender Panel Front Left,4499.17,4095.48,4095.48,28.0,1146.73,40.0,1638.19,3604.02,Part ordered late,Customer escalated delay,,171,Replace,2025-11-03,SUR-31,GAR-103
DPRT-000135,fd4333c3-0e06-4531-9222-23d33b1fb47b,N055527,CLM-00020,MARUTI,BALENO HATCHBACK,Delta 1.2,1,Metalic Parts,Quarter Panel Rear Left,17837.35,16283.88,16283.88,28.0,4559.49,5.0,814.19,20029.18,Rush job,Surveyor noted minor scratch,,103,Replace,2025-11-03,SUR-36,GAR-189
DPRT-000136,53124d77-ebc1-4999-8596-d5cd86be3126,N055527,CLM-00020,MARUTI,BALENO HATCHBACK,Delta 1.2,1,Metalic Parts,Roof Panel Assembly,15495.49,14374.61,14374.61,28.0,4024.89,0.0,0.0,18399.5,Part ordered late,Surveyor noted minor scratch,,157,Replace,2025-11-03,SUR-36,GAR-189
DPRT-000137,6d2c9486-248f-444a-85e5-95f00acdb422,N055527,CLM-00020,MARUTI,BALENO HATCHBACK,Delta 1.2,1,Metalic Parts,Door Rear Left,20900.32,19364.75,19364.75,28.0,5422.13,0.0,0.0,24786.88,Rush job,,,150,Replace,2025-11-03,SUR-36,GAR-189
DPRT-000138,12e57db9-e1ed-4a74-8421-1f32f0bb6e23,N055527,CLM-00020,MARUTI,BALENO HATCHBACK,Delta 1.2,1,Metalic Parts,Fender Panel Front Right,4244.79,4029.27,4029.27,0.0,0.0,40.0,1611.71,2417.56,Rush job,Surveyor noted minor scratch,,194,Replace,2025-11-03,SUR-36,GAR-189
DPRT-000139,afbb0c05-dd2c-4cbb-86c9-2b6c4722af15,N055527,CLM-00020,MARUTI,BALENO HATCHBACK,Delta 1.2,3,Rubber Plastic Parts,Bumper Rear Lower,4239.44,3936.48,3936.48,18.0,708.57,40.0,1574.59,3070.46,,Surveyor noted minor scratch,,386,Replace,2025-11-03,SUR-36,GAR-189
DPRT-000140,b297cf57-246c-42b9-be8e-971694245413,N003410,CLM-00021,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,3,Rubber Plastic Parts,Bumper Rear Assembly,8671.24,8074.23,8074.23,28.0,2260.78,40.0,3229.69,7105.32,,,,347,Replace,2025-11-03,SUR-33,GAR-128
DPRT-000141,e9f9fc6f-1d89-4408-b8bb-78c175e62f5d,N003410,CLM-00021,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,1,Metalic Parts,Bonnet|Hood Assembly,15436.19,14439.09,14439.09,28.0,4042.95,40.0,5775.64,12706.4,Pre-existing damage suspected,Surveyor noted minor scratch,,181,Replace,2025-11-03,SUR-33,GAR-128
DPRT-000142,9aed9376-3f09-4278-a22e-357244a606ac,N003410,CLM-00021,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,3,Rubber Plastic Parts,Tail Light Right,7400.18,7003.08,7003.08,18.0,1260.55,0.0,0.0,8263.63,Part ordered late,Surveyor noted minor scratch,,336,Replace,2025-11-03,SUR-33,GAR-128
DPRT-000143,4b8942cc-af27-44bf-bebd-674cfa2857d4,N003410,CLM-00021,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,1,Metalic Parts,Dicky | Trunk Assembly,20039.57,18484.52,18484.52,0.0,0.0,40.0,7393.81,11090.71,,Surveyor noted minor scratch,,198,Replace,2025-11-03,SUR-33,GAR-128
DPRT-000144,1776028a-b6b5-459e-979d-008bd01bbeb7,N003410,CLM-00021,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,3,Rubber Plastic Parts,Bumper Front Assembly,6998.17,6408.73,6408.73,28.0,1794.44,40.0,2563.49,5639.68,Pre-existing damage suspected,,,341,Replace,2025-11-03,SUR-33,GAR-128
DPRT-000145,e5be3c3e-2b87-441e-a06c-18a3fc1f8c25,N003410,CLM-00021,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,3,Rubber Plastic Parts,Head Light Left,23928.27,21830.36,21830.36,18.0,3929.46,40.0,8732.14,17027.68,Pre-existing damage suspected,Customer escalated delay,,328,Replace,2025-11-03,SUR-33,GAR-128
DPRT-000146,6def4b12-06a2-418c-a2a5-5a7b98976b9d,N003410,CLM-00021,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,3,Rubber Plastic Parts,Bumper Under Guard Cover,2446.32,2309.66,2309.66,28.0,646.7,40.0,923.86,2032.5,,Surveyor noted minor scratch,,344,Replace,2025-11-03,SUR-33,GAR-128
DPRT-000147,a1079e62-f7dc-4951-82dd-6de40f1f5440,N003410,CLM-00021,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,6,Consumable,Retainer Assembly Front Bumper Cover Mounting 1,498.91,459.39,459.39,28.0,128.63,40.0,183.76,404.26,,Surveyor noted minor scratch,,560,Replace,2025-11-03,SUR-33,GAR-128
DPRT-000148,a28e4530-dd62-4376-a4c1-4b83fd70461e,N003410,CLM-00021,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,3,Rubber Plastic Parts,Grille Radiator Upper,6511.1,6113.39,6113.39,28.0,1711.75,40.0,2445.36,5379.78,Rush job,,,384,Replace,2025-11-03,SUR-33,GAR-128
DPRT-000149,5481d520-643d-4c61-a5a5-3e8aa1d7602d,N003410,CLM-00022,MARUTI,SWIFT,VDI (DIESEL),3,Rubber Plastic Parts,Fog Light Front Right,4959.42,4547.66,4547.66,18.0,818.58,40.0,1819.06,3547.18,,,,332,Replace,2025-11-03,SUR-31,GAR-144
DPRT-000150,896ee56a-22a7-45db-9575-7e1039564dbc,N003410,CLM-00022,MARUTI,SWIFT,VDI (DIESEL),1,Metalic Parts,Lower Arm Front Right,3500.91,3267.16,3267.16,28.0,914.8,40.0,1306.86,2875.1,Pre-existing damage suspected,,,196,Replace,2025-11-03,SUR-31,GAR-144
DPRT-000151,ee095e6d-d400-427d-af75-587a8e2d7fc3,N003410,CLM-00022,MARUTI,SWIFT,VDI (DIESEL),3,Rubber Plastic Parts,Cover Fog Light Right,981.98,899.29,899.29,18.0,161.87,40.0,359.72,701.44,Rush job,Customer escalated delay,,385,Replace,2025-11-03,SUR-31,GAR-144
DPRT-000152,ff1c022f-fa83-4cd1-aaba-ce0cfea967eb,N003410,CLM-00022,MARUTI,SWIFT,VDI (DIESEL),3,Rubber Plastic Parts,Bracket Front Bumper Right,252.84,230.99,230.99,28.0,64.68,40.0,92.4,203.27,Part ordered late,Surveyor noted minor scratch,,342,Replace,2025-11-03,SUR-31,GAR-144
DPRT-000153,cac6985e-14e1-495d-a2c1-047ebb48633e,N003410,CLM-00022,MARUTI,SWIFT,VDI (DIESEL),1,Metalic Parts,Roof Panel Assembly,14428.9,13543.96,13543.96,28.0,3792.31,40.0,5417.58,11918.69,Rush job,,,157,Replace,2025-11-03,SUR-31,GAR-144
DPRT-000154,96081d5c-7946-4358-916d-94cd6695fa6e,N161523,CLM-00023,MARUTI,SWIFT,VXI,1,Metalic Parts,Quarter Panel Rear Right,17394.45,16443.18,16443.18,28.0,4604.09,10.0,1644.32,19402.95,Pre-existing damage suspected,Surveyor noted minor scratch,,131,Replace,2025-11-03,SUR-46,GAR-114
DPRT-000155,18ef70a6-8183-4e7e-8be9-b5ddfa4f3167,N161523,CLM-00023,MARUTI,SWIFT,VXI,3,Rubber Plastic Parts,Bumper Rear Assembly,7529.74,6874.87,6874.87,28.0,1924.96,10.0,687.49,8112.34,Part ordered late,Surveyor noted minor scratch,,347,Replace,2025-11-03,SUR-46,GAR-114
DPRT-000156,ad1bfeb5-8d03-4eae-ae5d-04b0b74e5c08,N161523,CLM-00023,MARUTI,SWIFT,VXI,3,Rubber Plastic Parts,Sealant Body 1,1978.89,1821.0,1821.0,18.0,327.78,40.0,728.4,1420.38,Pre-existing damage suspected,Customer escalated delay,,352,Replace,2025-11-03,SUR-46,GAR-114
DPRT-000157,d3256d14-616c-4bfb-8125-2addbd3a7858,N161523,CLM-00023,MARUTI,SWIFT,VXI,3,Rubber Plastic Parts,Tail Light Left,6618.61,6158.93,6158.93,28.0,1724.5,15.0,923.84,6959.59,Pre-existing damage suspected,,,326,Replace,2025-11-03,SUR-46,GAR-114
DPRT-000158,84652269-e48d-4b42-8dc1-772d4f958144,N161523,CLM-00023,MARUTI,SWIFT,VXI,3,Rubber Plastic Parts,Tail Light Right,6301.4,5962.83,5962.83,18.0,1073.31,40.0,2385.13,4651.01,Rush job,Surveyor noted minor scratch,,336,Replace,2025-11-03,SUR-46,GAR-114
